"Order ID,Order Date,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit"
"ORD-2025-10157,26/01/2025,central,OFFICE SUPPLIES,Pens & Art,Desktop Organizer Box,$245.12,7,0.05,41.5"
"ORD-2024-10041,2024-04-16,West ,technology,Accessories,Smartphone X1,2752.19,2,0.05,812.56"
"ORD-2024-10124,09/11/2024,West,technology,Machines,HD Web Camera,""$7,427.64"",8,0.15,1179.55"
"ORD-2025-10284,22/11/2025,Central ,TECHNOLOGY,Accessories,Business Router Max,678.01,1,0.0,258.13"
"ORD-2025-10217,06-24-2025,Central,Furniture ,Furnishings,Conference Table 8ft,""$1,143.20"",5,,-184.21"
"ORD-2025-10154,22/01/2025,south,Technology ,Phones,Dual Screen Monitor,""$3,657.24"",5,0.1,932.12"
"ORD-2024-10024,02-28-2024,South ,OFFICE SUPPLIES,Pens & Art,Copy Paper 500 Sheets,""$1,005.31"",9,0.05,168.53"
"ORD-2025-10269,23/10/2025,West,Technology ,Phones,Wireless Headset Pro,5983.21,7,0.2,661.28"
"ORD-2024-10111,2024-09-26,WEST,furniture,Furnishings,Executive Leather Chair,1197.2,4,0.0,154.26"
"ORD-2024-10082,2024-07-24,WEST,TECHNOLOGY,Copiers,Wireless Headset Pro,1033.54,4,0.3,-17.82"
"ORD-2025-10237,31/07/2025,EAST,Office Supplies ,Binders,Heavy Duty Binder,$786.69,10,0.05,146.63"
"ORD-2025-10208,05-20-2025,East,Office Supplies ,Pens & Art,File Folders 100-Pack,456.84,7,0.15,16.5"
"ORD-2025-10213,25/05/2025,South,furniture,Tables,Standing Desk Frame,$82.24,1,0.3,-25.02"
"ORD-2024-10040,2024-04-15,west,FURNITURE,Bookcases,Ergonomic Mesh Chair,530.36,8,0.5,-285.45"
"ORD-2025-10254,24/09/2025,West ,Technology ,Copiers,Business Router Max,""$1,023.57"",6,0.1,253.67"
"ORD-2025-10286,29/11/2025,West ,Office Supplies ,Appliances,Office Microwave,579.69,5,0.1,69.8"
"ORD-2025-10270,2025-10-25,West ,Office Supplies ,Paper,Heavy Duty Binder,192.78,10,0.4,-59.49"
"ORD-2025-10200,04/05/2025,west,TECHNOLOGY,Copiers,Workstation PC Pro,2620.19,9,0.1,605.76"
"ORD-2024-10015,02-04-2024,west,technology,Accessories,Mechanical Keyboard,5723.0,7,0.3,-174.67"
"ORD-2024-10048,02/05/2024,south,Office Supplies ,Appliances,Office Microwave,695.52,9,0.0,178.55"
"ORD-2024-10095,2024-08-18,west,Office Supplies,Storage,Desktop Organizer Box,182.04,2,0.05,36.61"
"ORD-2025-10272,11-02-2025,West ,office supplies,Appliances,Heavy Duty Binder,612.48,8,0.2,-15.39"
"ORD-2025-10228,17/07/2025,south,Office Supplies,Paper,Heavy Duty Binder,178.8,8,0.4,-51.68"
"ORD-2025-10282,11-17-2025,West ,TECHNOLOGY,Machines,Wireless Headset Pro,2111.94,6,0.0,798.31"
"ORD-2025-10202,05-07-2025,central,Office Supplies ,Storage,Gel Pens 12-Pack,444.56,9,0.5,-197.36"
"ORD-2025-10162,02-06-2025,west,furniture,Bookcases,Desk Lamp LED,5996.72,8,0.0,656.57"
"ORD-2024-10044,04-22-2024,east,Technology ,Copiers,Dual Screen Monitor,4607.33,6,0.1,1085.6"
"ORD-2025-10218,06-30-2025,East ,FURNITURE,Tables,Conference Table 8ft,345.45,2,0.5,-191.59"
"ORD-2025-10191,04-17-2025,West,Office Supplies,Pens & Art,Whiteboard Markers 8-Pack,512.83,8,0.4,-157.47"
"ORD-2024-10106,09-10-2024,Central ,Office Supplies ,Storage,Heavy Duty Binder,267.32,4,0.0,64.06"
"ORD-2024-10054,2024-05-10,West ,FURNITURE,Chairs,Conference Table 8ft,1071.42,3,,-614.52"
"ORD-2024-10002,01-02-2024,east,TECHNOLOGY,Phones,Wireless Headset Pro,770.02,1,0.0,280.09"
"ORD-2024-10050,08/05/2024,west,Office Supplies ,Binders,Desktop Organizer Box,449.55,10,0.1,55.61"
"ORD-2024-10081,21/07/2024,West,Office Supplies ,Storage,File Folders 100-Pack,104.17,5,0.1,11.03"
"ORD-2025-10206,05-17-2025,West,Furniture,Bookcases,Wooden Bookcase 5-Shelf,2043.18,6,0.0,276.51"
"ORD-2024-10035,08/04/2024,South ,TECHNOLOGY,Phones,Smartphone X1,7512.75,9,0.0,2995.78"
"ORD-2025-10264,10-10-2025,west,OFFICE SUPPLIES,Pens & Art,Whiteboard Markers 8-Pack,$106.42,3,0.4,-30.04"
"ORD-2024-10092,14/08/2024,West,TECHNOLOGY,Phones,Workstation PC Pro,963.58,2,0.0,375.96"
"ORD-2024-10053,2024-05-10,West,Office Supplies ,Storage,Desktop Organizer Box,720.85,9,0.3,-109.98"
"ORD-2025-10265,13/10/2025,SOUTH,Office Supplies ,Storage,Office Microwave,686.91,7,0.0,169.82"
"ORD-2025-10242,2025-08-31,central,Technology,Copiers,Business Router Max,""$4,509.03"",7,0.05,1466.23"
"ORD-2024-10014,02-02-2024,EAST,OFFICE SUPPLIES,Pens & Art,Whiteboard Markers 8-Pack,815.63,8,0.05,141.18"
"ORD-2024-10089,08-12-2024,East ,technology,Machines,Laser Copier 3000,3180.57,3,0.0,1178.1"
"ORD-2025-10167,02-14-2025,Central,Furniture,Chairs,Standing Desk Frame,783.41,2,0.15,-70.06"
"ORD-2024-10015,02-04-2024,west,technology,Accessories,Mechanical Keyboard,5723.0,7,0.3,-174.67"
"ORD-2024-10135,2024-12-09,west,Technology ,Machines,Smartphone X1,4000.75,6,0.15,681.85"
"ORD-2025-10297,27/12/2025,West,Furniture,Bookcases,Desk Lamp LED,""$2,384.12"",8,0.5,-1326.35"
"ORD-2025-10244,02/09/2025,West ,office supplies,Appliances,Copy Paper 500 Sheets,992.88,9,0.0,239.68"
"ORD-2024-10055,14/05/2024,WEST,Office Supplies ,Storage,Desktop Organizer Box,$60.86,1,0.15,2.56"
"ORD-2024-10051,05-09-2024,Central,furniture,Tables,Executive Leather Chair,1714.05,5,0.0,177.73"
"ORD-2025-10175,11/03/2025,west,office supplies,Paper,Copy Paper 500 Sheets,$679.12,8,0.15,36.31"
"ORD-2025-10190,2025-04-16,WEST,TECHNOLOGY,Copiers,HD Web Camera,1031.88,1,0.0,412.69"
"ORD-2025-10174,03-03-2025,WEST,Furniture,Furnishings,Ergonomic Mesh Chair,3619.51,9,0.2,-482.81"
"ORD-2025-10188,2025-04-11,CENTRAL,Office Supplies ,Pens & Art,Copy Paper 500 Sheets,441.7,8,0.4,-123.18"
"ORD-2025-10170,02-19-2025,East,Technology,Copiers,Wireless Headset Pro,1219.33,2,0.05,393.44"
"ORD-2024-10059,2024-05-26,East ,Office Supplies ,Paper,Office Microwave,38.51,2,0.3,"
",,,,,,,,,"
"ORD-2024-10049,05-03-2024,WEST,Furniture,Bookcases,Conference Table 8ft,1811.26,3,0.15,-177.29"
"ORD-2025-10236,28/07/2025,south,OFFICE SUPPLIES,Pens & Art,Gel Pens 12-Pack,99.52,3,0.05,16.48"
"ORD-2025-10253,19/09/2025,Central,furniture,Furnishings,Ergonomic Mesh Chair,3677.58,10,0.1,-23.02"
"ORD-2024-10022,02-22-2024,CENTRAL,Office Supplies,Appliances,Heavy Duty Binder,607.04,8,0.0,142.34"
"ORD-2025-10161,2025-02-05,west,TECHNOLOGY,Copiers,Mechanical Keyboard,6105.35,7,0.15,1073.16"
"ORD-2025-10277,11-12-2025,south,Technology,Machines,Wireless Headset Pro,4804.99,6,0.2,568.82"
"ORD-2025-10192,2025-04-17,EAST,OFFICE SUPPLIES,Binders,Stapler Executive Pro,146.13,2,0.05,25.35"
"ORD-2025-10294,12-20-2025,EAST,Technology,Accessories,Workstation PC Pro,,2,0.2,110.15"
"ORD-2025-10258,2025-10-02,east,furniture,Chairs,Standing Desk Frame,$448.11,6,0.5,-251.59"
"ORD-2025-10150,19/01/2025,CENTRAL,Technology ,Accessories,Workstation PC Pro,8505.52,8,0.0,3240.93"
"ORD-2024-10131,12-03-2024,CENTRAL,office supplies,Storage,Heavy Duty Binder,169.09,3,0.4,-48.91"
"ORD-2025-10152,20/01/2025,west,Technology ,Copiers,Workstation PC Pro,7038.71,7,0.0,2773.75"
"ORD-2024-10100,08-29-2024,East,TECHNOLOGY,Machines,Wireless Headset Pro,2178.72,6,0.4,-330.53"
"ORD-2024-10088,2024-08-07,South,Office Supplies,Paper,Heavy Duty Binder,1097.6,10,0.0,256.13"
"ORD-2025-10215,06-04-2025,South,technology,Machines,Mechanical Keyboard,216.74,1,0.2,21.0"
"ORD-2024-10122,2024-10-30,west,FURNITURE,Chairs,Conference Table 8ft,""$2,577.35"",4,0.1,-62.92"
"ORD-2025-10180,03-31-2025,East,FURNITURE,Tables,Lounge Sofa Seat,$995.97,4,0.2,-165.36"
"ORD-2024-10021,02-22-2024,west,OFFICE SUPPLIES,Appliances,Gel Pens 12-Pack,50.28,3,0.5,-20.46"
"ORD-2025-10189,16/04/2025,CENTRAL,Furniture,Chairs,Lounge Sofa Seat,3420.0,10,0.0,441.49"
"ORD-2024-10072,07-05-2024,West ,office supplies,Paper,Copy Paper 500 Sheets,$412.16,10,0.2,-14.95"
"ORD-2024-10107,2024-09-10,West ,TECHNOLOGY,Machines,HD Web Camera,2198.81,4,0.4,-338.98"
"ORD-2025-10271,25/10/2025,west,OFFICE SUPPLIES,Binders,Gel Pens 12-Pack,573.84,6,0.2,-14.17"
"ORD-2024-10103,09-03-2024,West ,Office Supplies ,Paper,Copy Paper 500 Sheets,366.12,8,0.1,45.77"
